id,name,slug,generation,region,type,type2,tier,assigned_move,assigned_move_type,assignment_reason,sfx_file,sfx_bytes,source_move_file
352,Kecleon,kecleon,3,Hoenn,normal,,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-3-hoenn/0352_kecleon__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
353,Shuppet,shuppet,3,Hoenn,ghost,,2,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-3-hoenn/0353_shuppet__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
354,Banette,banette,3,Hoenn,ghost,,3,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-3-hoenn/0354_banette__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
355,Duskull,duskull,3,Hoenn,ghost,,2,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-3-hoenn/0355_duskull__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
356,Dusclops,dusclops,3,Hoenn,ghost,,3,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-3-hoenn/0356_dusclops__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
357,Tropius,tropius,3,Hoenn,grass,flying,2,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-3-hoenn/0357_tropius__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
358,Chimecho,chimecho,3,Hoenn,psychic,,3,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-3-hoenn/0358_chimecho__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
359,Absol,absol,3,Hoenn,dark,,1,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-3-hoenn/0359_absol__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
360,Wynaut,wynaut,3,Hoenn,psychic,,1,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-3-hoenn/0360_wynaut__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
361,Snorunt,snorunt,3,Hoenn,ice,,2,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-3-hoenn/0361_snorunt__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
362,Glalie,glalie,3,Hoenn,ice,,3,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-3-hoenn/0362_glalie__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
363,Spheal,spheal,3,Hoenn,ice,water,1,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-3-hoenn/0363_spheal__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
364,Sealeo,sealeo,3,Hoenn,ice,water,2,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-3-hoenn/0364_sealeo__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
365,Walrein,walrein,3,Hoenn,ice,water,3,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-3-hoenn/0365_walrein__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
366,Clamperl,clamperl,3,Hoenn,water,,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-3-hoenn/0366_clamperl__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
367,Huntail,huntail,3,Hoenn,water,,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-3-hoenn/0367_huntail__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
368,Gorebyss,gorebyss,3,Hoenn,water,,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-3-hoenn/0368_gorebyss__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
369,Relicanth,relicanth,3,Hoenn,water,rock,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-3-hoenn/0369_relicanth__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
370,Luvdisc,luvdisc,3,Hoenn,water,,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-3-hoenn/0370_luvdisc__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
371,Bagon,bagon,3,Hoenn,dragon,,2,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-3-hoenn/0371_bagon__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
372,Shelgon,shelgon,3,Hoenn,dragon,,1,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-3-hoenn/0372_shelgon__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
373,Salamence,salamence,3,Hoenn,dragon,flying,3,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-3-hoenn/0373_salamence__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
374,Beldum,beldum,3,Hoenn,steel,psychic,2,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-3-hoenn/0374_beldum__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
375,Metang,metang,3,Hoenn,steel,psychic,2,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-3-hoenn/0375_metang__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
376,Metagross,metagross,3,Hoenn,steel,psychic,3,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-3-hoenn/0376_metagross__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
377,Regirock,regirock,3,Hoenn,rock,,1,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-3-hoenn/0377_regirock__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
378,Regice,regice,3,Hoenn,ice,,3,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-3-hoenn/0378_regice__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
379,Registeel,registeel,3,Hoenn,steel,,3,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-3-hoenn/0379_registeel__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
380,Latias,latias,3,Hoenn,dragon,psychic,4,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-3-hoenn/0380_latias__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
381,Latios,latios,3,Hoenn,dragon,psychic,4,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-3-hoenn/0381_latios__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
382,Kyogre,kyogre,3,Hoenn,water,,4,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-3-hoenn/0382_kyogre__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
383,Groudon,groudon,3,Hoenn,ground,,4,Earthquake,ground,type-preferred:ground,pokemon-sfx-by-species/gen-3-hoenn/0383_groudon__earthquake.ogg,2774,attack-move-sfx-compressed/ground/earthquake.ogg
384,Rayquaza,rayquaza,3,Hoenn,dragon,flying,4,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-3-hoenn/0384_rayquaza__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
385,Jirachi,jirachi,3,Hoenn,steel,psychic,4,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-3-hoenn/0385_jirachi__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
386,Deoxys,deoxys,3,Hoenn,psychic,,4,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-3-hoenn/0386_deoxys__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
387,Turtwig,turtwig,4,Sinnoh,grass,,1,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-4-sinnoh/0387_turtwig__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
388,Grotle,grotle,4,Sinnoh,grass,,2,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-4-sinnoh/0388_grotle__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
389,Torterra,torterra,4,Sinnoh,grass,ground,3,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-4-sinnoh/0389_torterra__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
390,Chimchar,chimchar,4,Sinnoh,fire,,1,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-4-sinnoh/0390_chimchar__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
391,Monferno,monferno,4,Sinnoh,fire,fighting,2,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-4-sinnoh/0391_monferno__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
392,Infernape,infernape,4,Sinnoh,fire,fighting,3,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-4-sinnoh/0392_infernape__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
393,Piplup,piplup,4,Sinnoh,water,,1,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-4-sinnoh/0393_piplup__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
394,Prinplup,prinplup,4,Sinnoh,water,,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-4-sinnoh/0394_prinplup__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
395,Empoleon,empoleon,4,Sinnoh,water,steel,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-4-sinnoh/0395_empoleon__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
396,Starly,starly,4,Sinnoh,normal,flying,1,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-4-sinnoh/0396_starly__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
397,Staravia,staravia,4,Sinnoh,normal,flying,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-4-sinnoh/0397_staravia__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
398,Staraptor,staraptor,4,Sinnoh,normal,flying,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-4-sinnoh/0398_staraptor__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
399,Bidoof,bidoof,4,Sinnoh,normal,,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-4-sinnoh/0399_bidoof__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
400,Bibarel,bibarel,4,Sinnoh,normal,water,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-4-sinnoh/0400_bibarel__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
401,Kricketot,kricketot,4,Sinnoh,bug,,2,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-4-sinnoh/0401_kricketot__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
402,Kricketune,kricketune,4,Sinnoh,bug,,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-4-sinnoh/0402_kricketune__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
403,Shinx,shinx,4,Sinnoh,electric,,2,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-4-sinnoh/0403_shinx__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
404,Luxio,luxio,4,Sinnoh,electric,,3,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-4-sinnoh/0404_luxio__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
405,Luxray,luxray,4,Sinnoh,electric,,1,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-4-sinnoh/0405_luxray__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
406,Budew,budew,4,Sinnoh,grass,poison,2,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-4-sinnoh/0406_budew__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
407,Roserade,roserade,4,Sinnoh,grass,poison,3,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-4-sinnoh/0407_roserade__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
408,Cranidos,cranidos,4,Sinnoh,rock,,2,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-4-sinnoh/0408_cranidos__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
409,Rampardos,rampardos,4,Sinnoh,rock,,3,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-4-sinnoh/0409_rampardos__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
410,Shieldon,shieldon,4,Sinnoh,rock,steel,2,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-4-sinnoh/0410_shieldon__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
411,Bastiodon,bastiodon,4,Sinnoh,rock,steel,3,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-4-sinnoh/0411_bastiodon__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
412,Burmy,burmy,4,Sinnoh,bug,,2,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-4-sinnoh/0412_burmy__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
413,Wormadam,wormadam,4,Sinnoh,bug,grass,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-4-sinnoh/0413_wormadam__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
414,Mothim,mothim,4,Sinnoh,bug,flying,1,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-4-sinnoh/0414_mothim__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
415,Combee,combee,4,Sinnoh,bug,flying,1,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-4-sinnoh/0415_combee__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
416,Vespiquen,vespiquen,4,Sinnoh,bug,flying,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-4-sinnoh/0416_vespiquen__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
417,Pachirisu,pachirisu,4,Sinnoh,electric,,1,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-4-sinnoh/0417_pachirisu__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
418,Buizel,buizel,4,Sinnoh,water,,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-4-sinnoh/0418_buizel__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
419,Floatzel,floatzel,4,Sinnoh,water,,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-4-sinnoh/0419_floatzel__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
420,Cherubi,cherubi,4,Sinnoh,grass,,2,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-4-sinnoh/0420_cherubi__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
421,Cherrim,cherrim,4,Sinnoh,grass,,3,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-4-sinnoh/0421_cherrim__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
422,Shellos,shellos,4,Sinnoh,water,,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-4-sinnoh/0422_shellos__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
423,Gastrodon,gastrodon,4,Sinnoh,water,ground,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-4-sinnoh/0423_gastrodon__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
424,Ambipom,ambipom,4,Sinnoh,normal,,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-4-sinnoh/0424_ambipom__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
425,Drifloon,drifloon,4,Sinnoh,ghost,flying,3,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-4-sinnoh/0425_drifloon__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
426,Drifblim,drifblim,4,Sinnoh,ghost,flying,3,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-4-sinnoh/0426_drifblim__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
427,Buneary,buneary,4,Sinnoh,normal,,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-4-sinnoh/0427_buneary__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
428,Lopunny,lopunny,4,Sinnoh,normal,,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-4-sinnoh/0428_lopunny__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
429,Mismagius,mismagius,4,Sinnoh,ghost,,2,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-4-sinnoh/0429_mismagius__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
430,Honchkrow,honchkrow,4,Sinnoh,dark,flying,3,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-4-sinnoh/0430_honchkrow__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
431,Glameow,glameow,4,Sinnoh,normal,,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-4-sinnoh/0431_glameow__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
432,Purugly,purugly,4,Sinnoh,normal,,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-4-sinnoh/0432_purugly__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
433,Chingling,chingling,4,Sinnoh,psychic,,1,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-4-sinnoh/0433_chingling__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
434,Stunky,stunky,4,Sinnoh,poison,dark,2,Sludge Bomb,poison,type-preferred:poison,pokemon-sfx-by-species/gen-4-sinnoh/0434_stunky__sludge-bomb.ogg,2794,attack-move-sfx-compressed/poison/sludge-bomb.ogg
435,Skuntank,skuntank,4,Sinnoh,poison,dark,3,Sludge Bomb,poison,type-preferred:poison,pokemon-sfx-by-species/gen-4-sinnoh/0435_skuntank__sludge-bomb.ogg,2794,attack-move-sfx-compressed/poison/sludge-bomb.ogg
436,Bronzor,bronzor,4,Sinnoh,steel,psychic,2,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-4-sinnoh/0436_bronzor__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
437,Bronzong,bronzong,4,Sinnoh,steel,psychic,3,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-4-sinnoh/0437_bronzong__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
438,Bonsly,bonsly,4,Sinnoh,rock,,1,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-4-sinnoh/0438_bonsly__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
439,Mime Jr.,mime-jr,4,Sinnoh,psychic,fairy,3,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-4-sinnoh/0439_mime-jr__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
440,Happiny,happiny,4,Sinnoh,normal,,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-4-sinnoh/0440_happiny__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
441,Chatot,chatot,4,Sinnoh,normal,flying,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-4-sinnoh/0441_chatot__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
442,Spiritomb,spiritomb,4,Sinnoh,ghost,dark,3,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-4-sinnoh/0442_spiritomb__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
443,Gible,gible,4,Sinnoh,dragon,ground,2,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-4-sinnoh/0443_gible__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
444,Gabite,gabite,4,Sinnoh,dragon,ground,3,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-4-sinnoh/0444_gabite__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
445,Garchomp,garchomp,4,Sinnoh,dragon,ground,1,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-4-sinnoh/0445_garchomp__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
446,Munchlax,munchlax,4,Sinnoh,normal,,1,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-4-sinnoh/0446_munchlax__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
447,Riolu,riolu,4,Sinnoh,fighting,,2,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-4-sinnoh/0447_riolu__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
448,Lucario,lucario,4,Sinnoh,fighting,steel,3,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-4-sinnoh/0448_lucario__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
449,Hippopotas,hippopotas,4,Sinnoh,ground,,2,Earthquake,ground,type-preferred:ground,pokemon-sfx-by-species/gen-4-sinnoh/0449_hippopotas__earthquake.ogg,2774,attack-move-sfx-compressed/ground/earthquake.ogg
450,Hippowdon,hippowdon,4,Sinnoh,ground,,3,Earthquake,ground,type-preferred:ground,pokemon-sfx-by-species/gen-4-sinnoh/0450_hippowdon__earthquake.ogg,2774,attack-move-sfx-compressed/ground/earthquake.ogg
451,Skorupi,skorupi,4,Sinnoh,poison,bug,2,Sludge Bomb,poison,type-preferred:poison,pokemon-sfx-by-species/gen-4-sinnoh/0451_skorupi__sludge-bomb.ogg,2794,attack-move-sfx-compressed/poison/sludge-bomb.ogg
452,Drapion,drapion,4,Sinnoh,poison,dark,3,Sludge Bomb,poison,type-preferred:poison,pokemon-sfx-by-species/gen-4-sinnoh/0452_drapion__sludge-bomb.ogg,2794,attack-move-sfx-compressed/poison/sludge-bomb.ogg
453,Croagunk,croagunk,4,Sinnoh,poison,fighting,2,Sludge Bomb,poison,type-preferred:poison,pokemon-sfx-by-species/gen-4-sinnoh/0453_croagunk__sludge-bomb.ogg,2794,attack-move-sfx-compressed/poison/sludge-bomb.ogg
454,Toxicroak,toxicroak,4,Sinnoh,poison,fighting,3,Sludge Bomb,poison,type-preferred:poison,pokemon-sfx-by-species/gen-4-sinnoh/0454_toxicroak__sludge-bomb.ogg,2794,attack-move-sfx-compressed/poison/sludge-bomb.ogg
455,Carnivine,carnivine,4,Sinnoh,grass,,2,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-4-sinnoh/0455_carnivine__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
456,Finneon,finneon,4,Sinnoh,water,,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-4-sinnoh/0456_finneon__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
457,Lumineon,lumineon,4,Sinnoh,water,,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-4-sinnoh/0457_lumineon__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
458,Mantyke,mantyke,4,Sinnoh,water,flying,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-4-sinnoh/0458_mantyke__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
459,Snover,snover,4,Sinnoh,grass,ice,2,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-4-sinnoh/0459_snover__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
