index,move_name,move_slug,inferred_type,source_zip,source_file,source_bytes,compressed_file,compressed_bytes,compressed_duration_seconds
365,Guard Split,guard-split,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Guard Split.mp3,195894,attack-move-sfx-compressed/normal/guard-split.ogg,2864,1.157
366,Guard Swap,guard-swap,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Guard Swap.mp3,217835,attack-move-sfx-compressed/normal/guard-swap.ogg,2773,1.157
367,Guardian of Alola part 1,guardian-of-alola-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Guardian of Alola part 1.mp3,162483,attack-move-sfx-compressed/normal/guardian-of-alola-part-1.ogg,3188,1.157
368,Guardian of Alola part 2,guardian-of-alola-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Guardian of Alola part 2.mp3,366238,attack-move-sfx-compressed/normal/guardian-of-alola-part-2.ogg,2771,1.157
369,Guardian of Alola part 3,guardian-of-alola-part-3,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Guardian of Alola part 3.mp3,831218,attack-move-sfx-compressed/normal/guardian-of-alola-part-3.ogg,3113,1.157
370,Guardian of Alola,guardian-of-alola,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Guardian of Alola.mp3,1165571,attack-move-sfx-compressed/normal/guardian-of-alola.ogg,3197,1.157
371,Guillotine,guillotine,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Guillotine.mp3,193802,attack-move-sfx-compressed/normal/guillotine.ogg,2825,1.157
372,Gunk Shot,gunk-shot,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Gunk Shot.mp3,310829,attack-move-sfx-compressed/normal/gunk-shot.ogg,2728,1.157
373,Gyro Ball,gyro-ball,steel,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Gyro Ball.mp3,234551,attack-move-sfx-compressed/steel/gyro-ball.ogg,2796,1.157
374,Hail turn damage,hail-turn-damage,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hail turn damage.mp3,129030,attack-move-sfx-compressed/normal/hail-turn-damage.ogg,1506,0.692
375,Hail,hail,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hail.mp3,364108,attack-move-sfx-compressed/normal/hail.ogg,2881,1.157
376,Hammer Arm,hammer-arm,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hammer Arm.mp3,190667,attack-move-sfx-compressed/normal/hammer-arm.ogg,2783,1.157
377,Happy Hour,happy-hour,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Happy Hour.mp3,236643,attack-move-sfx-compressed/normal/happy-hour.ogg,2886,1.157
378,Harden,harden,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Harden.mp3,203198,attack-move-sfx-compressed/normal/harden.ogg,2773,1.157
379,Haze,haze,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Haze.mp3,200059,attack-move-sfx-compressed/normal/haze.ogg,2737,1.157
380,Head Charge,head-charge,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Head Charge.mp3,323371,attack-move-sfx-compressed/normal/head-charge.ogg,2821,1.157
381,Head Smash,head-smash,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Head Smash.mp3,262765,attack-move-sfx-compressed/normal/head-smash.ogg,2836,1.157
382,Headbutt,headbutt,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Headbutt.mp3,150957,attack-move-sfx-compressed/normal/headbutt.ogg,2718,1.157
383,Heal Bell,heal-bell,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Heal Bell.mp3,236641,attack-move-sfx-compressed/normal/heal-bell.ogg,3095,1.157
384,Heal Block,heal-block,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Heal Block.mp3,212610,attack-move-sfx-compressed/normal/heal-block.ogg,2977,1.157
385,Heal Order part 1,heal-order-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Heal Order part 1.mp3,218894,attack-move-sfx-compressed/normal/heal-order-part-1.ogg,2681,1.157
386,Heal Order,heal-order,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Heal Order.mp3,313965,attack-move-sfx-compressed/normal/heal-order.ogg,2673,1.157
387,Heal Pulse part 1,heal-pulse-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Heal Pulse part 1.mp3,194861,attack-move-sfx-compressed/normal/heal-pulse-part-1.ogg,2814,1.157
388,Heal Pulse,heal-pulse,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Heal Pulse.mp3,284708,attack-move-sfx-compressed/normal/heal-pulse.ogg,2834,1.157
389,Healing Wish part 1,healing-wish-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Healing Wish part 1.mp3,246065,attack-move-sfx-compressed/normal/healing-wish-part-1.ogg,2851,1.157
390,Healing Wish,healing-wish,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Healing Wish.mp3,501006,attack-move-sfx-compressed/normal/healing-wish.ogg,2857,1.157
391,Heart Stamp,heart-stamp,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Heart Stamp.mp3,213657,attack-move-sfx-compressed/normal/heart-stamp.ogg,2919,1.157
392,Heat Crash,heat-crash,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Heat Crash.mp3,317100,attack-move-sfx-compressed/fire/heat-crash.ogg,2804,1.157
393,Heat Wave,heat-wave,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Heat Wave.mp3,271122,attack-move-sfx-compressed/fire/heat-wave.ogg,2822,1.157
394,Heavy Slam,heavy-slam,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Heavy Slam.mp3,242912,attack-move-sfx-compressed/normal/heavy-slam.ogg,2724,1.157
395,Helping Hand,helping-hand,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Helping Hand.mp3,171863,attack-move-sfx-compressed/normal/helping-hand.ogg,2863,1.157
396,Hex,hex,ghost,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hex.mp3,295143,attack-move-sfx-compressed/ghost/hex.ogg,2789,1.157
397,Hidden Power,hidden-power,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hidden Power.mp3,218884,attack-move-sfx-compressed/normal/hidden-power.ogg,2855,1.157
398,High Horsepower,high-horsepower,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,High Horsepower.mp3,197992,attack-move-sfx-compressed/normal/high-horsepower.ogg,2804,1.157
399,High Jump Kick,high-jump-kick,fighting,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,High Jump Kick.mp3,209483,attack-move-sfx-compressed/fighting/high-jump-kick.ogg,2830,1.157
400,Hit Normal Damage,hit-normal-damage,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hit Normal Damage.mp3,124853,attack-move-sfx-compressed/normal/hit-normal-damage.ogg,1226,0.578
401,Hit Super Effective,hit-super-effective,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hit Super Effective.mp3,168742,attack-move-sfx-compressed/normal/hit-super-effective.ogg,2671,1.157
402,Hit Weak Not Very Effective,hit-weak-not-very-effective,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hit Weak Not Very Effective.mp3,113379,attack-move-sfx-compressed/normal/hit-weak-not-very-effective.ogg,619,0.406
403,Hold Back,hold-back,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hold Back.mp3,139465,attack-move-sfx-compressed/normal/hold-back.ogg,2097,0.966
404,Hold Hands,hold-hands,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hold Hands.mp3,278439,attack-move-sfx-compressed/normal/hold-hands.ogg,2873,1.157
405,Hone Claws,hone-claws,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hone Claws.mp3,185443,attack-move-sfx-compressed/normal/hone-claws.ogg,2811,1.157
406,Horn Attack,horn-attack,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Horn Attack.mp3,149918,attack-move-sfx-compressed/normal/horn-attack.ogg,2889,1.157
407,Horn Drill,horn-drill,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Horn Drill.mp3,226194,attack-move-sfx-compressed/normal/horn-drill.ogg,2779,1.157
408,Horn Leech,horn-leech,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Horn Leech.mp3,265900,attack-move-sfx-compressed/normal/horn-leech.ogg,2872,1.157
409,Howl,howl,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Howl.mp3,174982,attack-move-sfx-compressed/normal/howl.ogg,2747,1.157
410,Hurricane,hurricane,flying,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hurricane.mp3,253359,attack-move-sfx-compressed/flying/hurricane.ogg,2806,1.157
411,Hydro Cannon,hydro-cannon,water,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hydro Cannon.mp3,280533,attack-move-sfx-compressed/water/hydro-cannon.ogg,2752,1.157
412,Hydro Pump,hydro-pump,water,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hydro Pump.mp3,307696,attack-move-sfx-compressed/water/hydro-pump.ogg,2966,1.157
413,Hydro Vortex part 1,hydro-vortex-part-1,water,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hydro Vortex part 1.mp3,156204,attack-move-sfx-compressed/water/hydro-vortex-part-1.ogg,3118,1.157
414,Hydro Vortex part 2,hydro-vortex-part-2,water,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hydro Vortex part 2.mp3,427877,attack-move-sfx-compressed/water/hydro-vortex-part-2.ogg,2811,1.157
415,Hydro Vortex part 3,hydro-vortex-part-3,water,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hydro Vortex part 3.mp3,634767,attack-move-sfx-compressed/water/hydro-vortex-part-3.ogg,2872,1.157
416,Hydro Vortex,hydro-vortex,water,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hydro Vortex.mp3,1024500,attack-move-sfx-compressed/water/hydro-vortex.ogg,3107,1.157
417,Hyper Beam,hyper-beam,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hyper Beam.mp3,372480,attack-move-sfx-compressed/normal/hyper-beam.ogg,2840,1.157
418,Hyper Fang,hyper-fang,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hyper Fang.mp3,205296,attack-move-sfx-compressed/normal/hyper-fang.ogg,2837,1.157
419,Hyper Voice,hyper-voice,ice,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hyper Voice.mp3,209477,attack-move-sfx-compressed/ice/hyper-voice.ogg,2726,1.157
420,Hyperspace Fury,hyperspace-fury,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hyperspace Fury.mp3,381894,attack-move-sfx-compressed/normal/hyperspace-fury.ogg,2756,1.157
421,Hyperspace Hole,hyperspace-hole,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hyperspace Hole.mp3,368310,attack-move-sfx-compressed/normal/hyperspace-hole.ogg,3104,1.157
422,Hypnosis part 1,hypnosis-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hypnosis part 1.mp3,219934,attack-move-sfx-compressed/normal/hypnosis-part-1.ogg,2983,1.157
423,Hypnosis,hypnosis,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Hypnosis.mp3,283659,attack-move-sfx-compressed/normal/hypnosis.ogg,2955,1.157
424,Ice Ball,ice-ball,ice,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Ice Ball.mp3,256492,attack-move-sfx-compressed/ice/ice-ball.ogg,2834,1.157
425,Ice Beam,ice-beam,ice,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Ice Beam.mp3,259627,attack-move-sfx-compressed/ice/ice-beam.ogg,2917,1.157
426,Ice Burn part 1,ice-burn-part-1,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Ice Burn part 1.mp3,205306,attack-move-sfx-compressed/fire/ice-burn-part-1.ogg,2949,1.157
427,Ice Burn part 2,ice-burn-part-2,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Ice Burn part 2.mp3,371445,attack-move-sfx-compressed/fire/ice-burn-part-2.ogg,3032,1.157
428,Ice Burn,ice-burn,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Ice Burn.mp3,479055,attack-move-sfx-compressed/fire/ice-burn.ogg,2955,1.157
429,Ice Fang,ice-fang,ice,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Ice Fang.mp3,179169,attack-move-sfx-compressed/ice/ice-fang.ogg,2745,1.157
430,Ice Hammer,ice-hammer,ice,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Ice Hammer.mp3,179173,attack-move-sfx-compressed/ice/ice-hammer.ogg,2762,1.157
431,Ice Punch,ice-punch,fighting,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Ice Punch.mp3,188576,attack-move-sfx-compressed/fighting/ice-punch.ogg,2685,1.157
432,Ice Shard,ice-shard,ice,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Ice Shard.mp3,214698,attack-move-sfx-compressed/ice/ice-shard.ogg,2803,1.157
433,Icicle Crash,icicle-crash,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Icicle Crash.mp3,390247,attack-move-sfx-compressed/normal/icicle-crash.ogg,2832,1.157
434,Icicle Spear 1hit,icicle-spear-1hit,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Icicle Spear 1hit.mp3,196951,attack-move-sfx-compressed/normal/icicle-spear-1hit.ogg,2797,1.157
435,Icicle Spear 2hits,icicle-spear-2hits,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Icicle Spear 2hits.mp3,320251,attack-move-sfx-compressed/normal/icicle-spear-2hits.ogg,2787,1.157
436,Icy Wind,icy-wind,ice,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Icy Wind.mp3,320231,attack-move-sfx-compressed/ice/icy-wind.ogg,2835,1.157
437,Imprison,imprison,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Imprison.mp3,178125,attack-move-sfx-compressed/normal/imprison.ogg,2703,1.157
438,In-Battle Ability Activate,in-battle-ability-activate,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,In-Battle Ability Activate.mp3,154128,attack-move-sfx-compressed/normal/in-battle-ability-activate.ogg,2544,1.157
439,In-Battle Eat Berry,in-battle-eat-berry,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,In-Battle Eat Berry.mp3,177102,attack-move-sfx-compressed/normal/in-battle-eat-berry.ogg,2109,1.157
440,In-Battle Faint No Health,in-battle-faint-no-health,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,In-Battle Faint No Health.mp3,145767,attack-move-sfx-compressed/normal/in-battle-faint-no-health.ogg,2480,1.115
441,In-Battle Heal HP Restore,in-battle-heal-hp-restore,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,In-Battle Heal HP Restore.mp3,191742,attack-move-sfx-compressed/normal/in-battle-heal-hp-restore.ogg,2807,1.157
442,In-Battle Health Low Loop,in-battle-health-low-loop,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,In-Battle Health Low Loop.mp3,242942,attack-move-sfx-compressed/normal/in-battle-health-low-loop.ogg,3669,1.157
443,In-Battle Health Low,in-battle-health-low,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,In-Battle Health Low.mp3,199046,attack-move-sfx-compressed/normal/in-battle-health-low.ogg,3694,1.157
444,In-Battle Held Item Activate,in-battle-held-item-activate,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,In-Battle Held Item Activate.mp3,256532,attack-move-sfx-compressed/normal/in-battle-held-item-activate.ogg,2932,1.157
445,In-Battle Recall Switch Alive,in-battle-recall-switch-alive,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,In-Battle Recall Switch Alive.mp3,191750,attack-move-sfx-compressed/normal/in-battle-recall-switch-alive.ogg,2776,1.157
446,In-Battle Recall Switch Fainted,in-battle-recall-switch-fainted,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,In-Battle Recall Switch Fainted.mp3,194889,attack-move-sfx-compressed/normal/in-battle-recall-switch-fainted.ogg,2777,1.157
447,In-Battle Recall Switch Flee Run,in-battle-recall-switch-flee-run,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,In-Battle Recall Switch Flee Run.mp3,134287,attack-move-sfx-compressed/normal/in-battle-recall-switch-flee-run.ogg,1741,0.824
448,In-Battle Recall Switch Forced Retreat,in-battle-recall-switch-forced-retreat,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,In-Battle Recall Switch Forced Retreat.mp3,152062,attack-move-sfx-compressed/normal/in-battle-recall-switch-forced-retreat.ogg,2542,1.157
